93,1,87,2011
94,1,86,2011
95,10,88,2011
96,11,89,2011
97,0,90,2011
98,12,91,2011
99,12,91,2011
100,12,92,2011
101,11,93,2011
102,11,93,2011
103,1,94,2011
16,1,95,2011
67,10,96,2011
104,10,97,2011
105,1,98,2011
106,10,99,2011
107,1,100,2011
107,1,101,2011
108,1,102,2011
79,10,103,2011
109,13,104,2011
110,10,88,2011
111,10,88,2011
22,5,105,2011
112,1,87,2011
8,1,106,2011
81,1,107,2011
113,1,108,2011
114,9,109,2011
33,1,110,2011
81,1,111,2011
107,1,21,2011
40,5,112,2011
115,1,113,2011
116,1,114,2011
117,1,115,2011
118,5,116,2011
119,5,117,2011
120,1,118,2011
121,5,119,2011
122,9,109,2011
86,1,120,2011
123,1,121,2011
124,9,122,2011
125,1,123,2011
126,5,124,2011
16,1,106,2011
127,9,125,2011
116,1,126,2011
128,5,127,2011
129,1,128,2011
97,1,129,2011
104,5,130,2011
4,9,79,2011
80,1,131,2011
130,5,124,2011
8,1,132,2011
131,9,133,2011
132,9,134,2011
133,5,135,2011
120,1,136,2011
134,5,137,2011
72,1,138,2011
22,1,138,2011
135,1,138,2011
136,1,139,2011
137,1,139,2011
138,1,126,2011
53,9,125,2011
74,0,140,2011
123,2,141,2011
78,0,142,2011
139,6,143,2011
140,14,144,2011
141,14,144,2011
61,6,145,2011
122,3,146,2011
142,7,147,2011
143,7,148,2011
144,7,149,2011
37,6,150,2011
145,7,151,2011
73,14,152,2011
146,14,153,2011
4,3,154,2011
4,7,155,2011
5,7,155,2011
20,14,156,2011
147,6,157,2011
32,2,158,2011
148,7,159,2011
149,6,160,2011
31,2,158,2011
150,7,161,2011
151,14,162,2011
152,14,163,2011
153,14,164,2011
154,7,165,2011
145,7,166,2011
155,7,167,2011
156,14,168,2011
157,6,169,2011
0,14,170,2011
158,7,171,2011
159,7,172,2011
160,7,173,2011
35,2,174,2011
161,14,175,2011
162,7,176,2011
94,14,175,2011
129,14,177,2011
163,14,162,2011
164,7,178,2011
165,2,179,2011
166,2,180,2011
29,14,163,2011
167,3,181,2011
69,8,182,2011
168,7,183,2011
105,0,184,2011
169,2,185,2011
170,2,185,2011
171,3,186,2011
164,7,187,2011
35,2,188,2011
172,2,188,2011
173,3,189,2011
38,0,190,2011
82,2,191,2011
149,2,191,2011
174,7,192,2011
30,7,193,2011
162,7,194,2011
144,7,195,2011
175,2,196,2011
176,6,197,2011
107,11,89,2011
150,7,198,2011
59,14,199,2011
177,7,200,2011
34,2,201,2011
178,3,202,2011
150,7,203,2011
179,2,204,2011
180,7,205,2011
60,2,206,2011
181,7,207,2011
182,2,208,2011
183,8,209,2011
116,2,210,2011
184,6,157,2011
185,6,169,2011
186,7,211,2011
187,7,212,2011
187,7,213,2011
188,2,188,2011
189,0,214,2011
180,7,215,2011
190,2,216,2011
93,2,217,2011
191,7,218,2011
77,0,142,2011
187,7,219,2011
192,14,220,2011
6,6,221,2011
193,0,222,2011
194,0,223,2011
195,0,223,2011
8,6,224,2011
196,0,225,2011
197,0,226,2011
198,0,227,2011
199,0,228,2011
200,0,229,2011
201,6,230,2011
202,0,231,2011
203,0,232,2011
22,0,233,2011
204,6,234,2011
205,0,229,2011
206,6,235,2011
207,8,236,2011
208,0,237,2011
209,6,238,2011
60,0,239,2011
210,3,240,2011
80,0,241,2011
211,2,242,2011
212,0,243,2011
54,0,244,2011
120,0,34,2011
143,7,245,2011
86,2,246,2011
213,0,247,2011
214,3,248,2011
215,6,249,2011
216,6,249,2011
217,0,250,2011
218,0,251,2011
75,0,252,2011
219,0,253,2011
12,0,253,2011
220,0,254,2011
221,0,254,2011
133,0,241,2011
12,0,241,2011
222,6,255,2011
180,7,256,2011
223,6,257,2011
7,0,258,2011
224,0,259,2011
89,0,260,2011
225,6,261,2011
226,6,261,2011
188,2,262,2011
227,6,263,2011
30,7,264,2011
145,7,265,2011
228,4,266,2011
62,6,267,2011
229,14,268,2011
90,2,269,2011
174,7,270,2011
230,2,269,2011
231,2,271,2011
232,7,272,2011
3,2,273,2011
133,14,220,2011
12,14,220,2011
233,3,274,2011
10,0,258,2011
71,0,275,2011
234,0,276,2011
235,0,277,2011
236,6,278,2011
75,2,279,2011
237,8,280,2011
238,8,280,2011
132,3,281,2011
239,6,278,2011
240,0,282,2011
198,0,283,2011
31,3,5,2011
241,0,284,2011
242,8,280,2011
243,3,285,2011
244,3,286,2011
245,0,287,2011
245,0,288,2011
246,0,289,2011
124,0,289,2011
247,3,290,2011
15,2,291,2011
248,11,89,2011
249,11,292,2011
250,9,293,2011
246,12,294,2011
251,12,295,2011
39,11,296,2011
38,11,296,2011
252,11,297,2011
253,12,298,2011
254,12,299,2011
16,11,300,2011
255,12,301,2011
256,11,302,2011
72,11,302,2011
257,11,303,2011
258,13,304,2011
259,11,305,2011
260,11,305,2011
102,11,306,2011
101,11,306,2011
261,12,307,2011
262,12,308,2011
263,9,309,2011
264,11,310,2011
96,11,311,2011
265,12,312,2011
266,9,313,2011
267,12,314,2011
225,12,314,2011
268,12,314,2011
269,11,315,2011
270,12,314,2011
271,12,316,2011
272,12,316,2011
273,9,317,2011
274,11,318,2011
275,11,319,2011
84,11,318,2011
276,12,320,2011
226,12,321,2011
277,11,322,2011
278,12,323,2011
279,11,324,2011
280,11,324,2011
83,11,325,2011
281,12,316,2011
282,13,326,2011
283,13,327,2011
284,11,328,2011
125,1,329,2011
285,9,330,2011
286,9,331,2011
287,1,332,2011
288,9,331,2011
289,9,333,2011
10,9,334,2011
2,9,334,2011
8,9,335,2011
78,1,336,2011
7,9,334,2011
258,1,337,2011
290,9,338,2011
230,1,339,2011
291,1,340,2011
12,1,341,2011
74,1,342,2011
77,1,336,2011
4,9,343,2011
292,1,344,2011
293,9,345,2011
294,1,346,2011
21,1,347,2011
22,1,348,2011
295,9,349,2011
296,9,350,2011
297,9,351,2011
298,1,352,2011
294,1,353,2011
180,9,354,2011
34,1,348,2011
72,1,348,2011
59,1,348,2011
299,9,355,2011
164,9,354,2011
288,9,356,2011
300,9,357,2011
115,1,358,2011
213,1,359,2011
84,1,360,2011
51,1,361,2011
301,9,343,2011
302,9,362,2011
115,11,363,2011
87,11,364,2011
303,11,365,2011
36,11,366,2011
70,11,367,2011
304,11,368,2011
305,11,369,2011
306,9,370,2011
307,12,371,2011
308,12,372,2011
309,11,373,2011
310,12,374,2011
311,9,375,2011
312,12,374,2011
313,3,376,2011
314,9,377,2011
280,11,378,2011
93,13,379,2011
107,11,380,2011
315,12,381,2011
96,11,380,2011
274,7,195,2011
316,13,382,2011
84,11,383,2011
317,11,384,2011
257,12,385,2011
93,11,386,2011
8,11,387,2011
199,12,371,2011
318,13,388,2011
93,11,389,2011
319,12,323,2011
320,11,389,2011
24,11,366,2011
321,11,386,2011
322,11,390,2011
190,12,374,2011
93,11,367,2011
323,11,369,2011
324,13,391,2011
242,12,392,2011
8,13,393,2011
325,11,394,2011
326,11,395,2011
293,13,396,2011
327,11,384,2011
305,12,397,2011
328,11,398,2011
46,11,399,2011
56,13,400,2011
329,11,401,2011
292,13,400,2011
31,11,402,2011
262,12,403,2011
93,11,404,2011
330,11,404,2011
331,13,405,2011
332,9,406,2011
16,11,407,2011
333,9,408,2011
334,11,409,2011
288,9,410,2011
335,9,410,2011
336,11,411,2011
337,11,412,2011
338,12,413,2011
292,11,414,2011
339,12,413,2011
340,12,415,2011
341,11,416,2011
342,11,417,2011
343,11,416,2011
344,9,418,2011
21,11,419,2011
345,11,420,2011
346,11,421,2011
8,11,422,2011
230,11,419,2011
347,11,423,2011
8,11,424,2011
212,11,425,2011
344,9,426,2011
318,11,427,2011
348,11,428,2011
349,12,429,2011
47,12,430,2011
230,11,431,2011
155,13,432,2011
93,11,433,2011
350,11,433,2011
351,9,434,2011
352,12,435,2011
353,12,436,2011
115,1,437,2011
5,9,343,2011
354,5,438,2011
355,1,439,2011
356,9,440,2011
87,1,441,2011
160,1,442,2011
357,9,443,2011
258,9,444,2011
53,9,445,2011
8,1,446,2011
8,1,447,2011
7,5,448,2011
358,1,449,2011
174,1,450,2011
78,1,451,2011
352,10,452,2011
330,13,453,2011
262,10,452,2011
238,13,454,2011
359,13,454,2011
206,10,455,2011
107,1,456,2011
206,10,457,2011
360,9,458,2011
361,1,459,2011
51,1,460,2011
107,1,461,2011
127,9,462,2011
59,1,463,2011
360,9,464,2011
96,9,465,2011
15,9,466,2011
235,9,467,2011
362,1,468,2011
43,9,466,2011
363,1,469,2011
31,9,470,2011
39,1,471,2011
355,1,472,2011
127,9,445,2011
364,1,473,2011
365,9,474,2011
366,9,474,2011
129,1,475,2011
367,9,476,2011
368,9,466,2011
77,1,451,2011
93,13,477,2011
8,5,478,2011
30,5,478,2011
369,1,479,2011
43,1,480,2011
368,1,480,2011
72,5,481,2011
4,1,482,2011
370,10,483,2011
371,10,484,2011
372,9,485,2011
373,12,486,2011
374,11,487,2011
114,9,488,2011
375,11,489,2011
376,9,490,2011
377,11,491,2011
378,11,492,2011
307,12,493,2011
6,12,494,2011
252,13,495,2011
379,1,496,2011
5,1,482,2011
12,1,497,2011
104,10,498,2011
380,10,498,2011
381,9,499,2011
206,10,500,2011
382,1,501,2011
12,1,502,2011
219,1,502,2011
330,9,503,2011
383,13,453,2011
16,1,504,2011
384,1,450,2011
133,1,497,2011
188,5,505,2011
330,13,506,2011
120,1,507,2011
385,13,508,2011
386,5,509,2011
119,5,510,2011
19,5,510,2011
86,1,511,2011
22,1,460,2011
387,9,466,2011
60,1,460,2011
39,9,512,2011
215,9,513,2011
388,1,514,2011
87,1,515,2011
384,9,516,2011
10,1,517,2011
8,1,517,2011
174,1,517,2011
172,5,518,2011
389,5,519,2011
390,5,520,2011
391,1,521,2011
364,1,522,2011
39,5,520,2011
135,1,523,2011
71,1,524,2011
344,9,525,2011
204,12,526,2011
215,9,527,2011
390,9,512,2011
77,1,528,2011
107,1,529,2011
392,9,530,2011
389,5,438,2011
135,1,531,2011
44,1,532,2011
198,1,533,2011
15,1,534,2011
19,1,534,2011
393,9,535,2011
394,1,536,2011
395,1,537,2011
188,5,538,2011
396,1,539,2011
397,9,540,2011
250,9,540,2011
230,1,541,2011
22,1,541,2011
10,5,448,2011
2,5,448,2011
3,5,438,2011
294,1,542,2011
188,1,543,2011
78,1,528,2011
120,1,544,2011
0,1,545,2011
5,9,546,2011
398,9,547,2011
39,1,548,2011
243,9,549,2011
362,1,550,2011
399,9,551,2011
400,1,550,2011
401,9,551,2011
402,9,552,2011
403,9,553,2011
404,9,554,2011
114,9,555,2011
88,1,556,2011
87,1,556,2011
53,9,462,2011
59,1,460,2011
16,1,557,2011
266,9,558,2011
405,9,559,2011
4,9,546,2011
301,9,546,2011
298,1,560,2011
406,9,561,2011
167,9,562,2011
205,1,563,2011
200,1,563,2011
107,1,564,2011
0,1,565,2011
165,1,566,2011
407,1,567,2011
84,1,567,2011
408,1,567,2011
44,5,568,2011
198,1,569,2011
96,9,570,2011
248,9,570,2011
326,9,571,2011
96,9,572,2011
409,9,572,2011
74,1,469,2011
392,9,573,2011
77,1,574,2011
78,1,574,2011
410,9,575,2011
260,7,195,2011
411,7,576,2011
412,6,577,2011
84,4,578,2011
413,15,579,2011
414,3,580,2011
301,15,581,2011
300,3,582,2011
22,14,583,2011
318,4,584,2011
84,4,585,2011
311,3,586,2011
129,14,587,2011
127,3,588,2011
415,4,589,2011
416,13,590,2011
122,3,586,2011
417,15,591,2011
93,4,592,2011
418,3,593,2011
292,4,594,2011
253,8,595,2011
5,9,596,2011
419,8,597,2011
145,15,598,2011
155,4,599,2011
420,9,600,2011
5,15,581,2011
421,4,601,2011
4,15,581,2011
52,15,602,2011
422,8,603,2011
145,7,604,2011
263,9,605,2011
2,4,606,2011
7,4,606,2011
10,4,606,2011
132,9,607,2011
423,3,608,2011
228,4,606,2011
45,15,609,2011
424,3,610,2011
132,3,611,2011
425,4,612,2011
157,8,613,2011
344,15,614,2011
228,9,615,2011
139,15,616,2011
426,3,617,2011
313,3,618,2011
427,3,619,2011
428,3,619,2011
429,3,618,2011
110,8,620,2011
412,8,620,2011
430,8,620,2011
276,8,621,2011
53,3,588,2011
360,15,622,2011
46,3,623,2011
431,9,624,2011
432,9,625,2011
351,9,626,2011
300,3,627,2011
433,3,628,2011
434,3,629,2011
274,7,630,2011
260,7,630,2011
296,15,631,2011
251,4,632,2011
435,4,633,2011
436,14,634,2011
8,8,635,2011
84,4,636,2011
437,13,637,2011
216,8,638,2011
438,8,639,2011
212,13,640,2011
417,3,641,2011
295,3,642,2011
360,15,643,2011
439,3,644,2011
440,8,645,2011
220,15,616,2011
441,9,646,2011
364,14,647,2011
442,9,646,2011
443,9,648,2011
31,4,649,2011
258,4,650,2011
156,14,634,2011
444,3,651,2011
144,7,630,2011
116,14,652,2011
445,4,653,2011
446,15,654,2011
225,8,655,2011
6,8,656,2011
447,8,657,2011
300,4,658,2011
266,9,659,2011
88,9,625,2011
379,14,660,2011
448,8,661,2011
93,13,662,2011
449,3,663,2011
405,9,664,2011
450,14,665,2011
81,14,666,2011
8,4,667,2011
451,8,668,2011
30,13,669,2011
452,13,670,2011
77,14,671,2011
385,15,654,2011
99,8,672,2011
218,3,673,2011
453,3,674,2011
454,8,675,2011
216,8,675,2011
455,4,676,2011
215,8,675,2011
456,8,677,2011
446,15,678,2011
457,13,679,2011
458,4,680,2011
344,9,681,2011
459,4,682,2011
274,8,683,2011
460,8,638,2011
461,8,672,2011
98,8,672,2011
462,8,684,2011
325,4,685,2011
78,14,671,2011
8,13,669,2011
117,14,686,2011
427,3,687,2011
150,4,688,2011
463,3,689,2011
303,8,690,2011
464,8,691,2011
204,4,692,2011
436,14,693,2011
465,3,694,2011
466,8,695,2011
429,9,696,2011
313,9,696,2011
467,3,697,2011
313,9,698,2011
463,9,699,2011
5,3,700,2011
468,3,700,2011
8,4,701,2011
469,15,702,2011
30,4,701,2011
203,15,703,2011
344,9,704,2011
470,3,705,2011
325,8,706,2011
122,9,707,2011
296,15,708,2011
428,3,709,2011
93,8,710,2011
471,8,711,2011
8,4,712,2011
472,8,713,2011
399,4,714,2011
473,4,715,2011
276,8,716,2011
474,3,717,2011
475,4,718,2011
6,8,719,2011
8,4,720,2011
21,9,721,2011
313,15,722,2011
476,3,723,2011
200,14,724,2011
477,8,690,2011
165,15,725,2011
478,8,690,2011
479,14,726,2011
480,3,727,2011
256,15,728,2011
481,9,729,2011
482,9,730,2011
45,15,731,2011
483,8,732,2011
180,7,733,2011
476,3,734,2011
132,3,735,2011
484,8,736,2011
276,8,737,2011
301,3,738,2011
454,8,668,2011
485,8,739,2011
486,8,740,2011
487,14,741,2011
488,8,742,2011
489,8,737,2011
176,8,740,2011
490,3,743,2011
129,14,744,2011
313,3,745,2011
491,3,746,2011
150,4,747,2011
94,14,748,2011
492,15,749,2011
493,4,750,2011
494,13,751,2011
84,13,752,2011
4,4,753,2011
495,8,754,2011
496,14,755,2011
23,14,756,2011
497,14,756,2011
498,3,743,2011
499,8,757,2011
443,3,758,2011
302,3,759,2011
6,4,760,2011
117,14,761,2011
500,4,762,2011
350,8,763,2011
300,4,764,2011
4,4,765,2011
501,3,766,2011
5,4,765,2011
397,3,767,2011
296,15,768,2011
5,4,753,2011
352,9,769,2011
114,9,770,2011
138,14,771,2011
502,8,772,2011
396,8,773,2011
503,8,774,2011
313,4,775,2011
301,8,776,2011
504,13,777,2011
505,3,778,2011
5,8,776,2011
506,14,779,2011
507,3,780,2011
508,8,781,2011
302,3,782,2011
509,9,783,2011
157,8,784,2011
316,13,785,2011
510,9,786,2011
511,3,778,2011
512,3,787,2011
513,9,788,2011
399,4,789,2011
494,15,790,2011
378,13,791,2011
514,9,770,2011
264,8,792,2011
278,8,793,2011
515,8,794,2011
516,8,794,2011
21,3,795,2011
492,15,602,2011
80,14,796,2011
517,3,797,2011
230,4,798,2011
13,14,796,2011
4,8,776,2011
518,3,799,2011
230,4,800,2011
265,4,800,2011
266,3,801,2011
167,3,802,2011
486,8,803,2011
114,9,804,2011
519,8,805,2011
143,7,806,2011
187,7,807,2011
381,15,808,2011
520,14,809,2011
521,3,810,2011
5,3,738,2011
142,15,811,2011
4,4,812,2011
522,3,813,2011
195,8,814,2011
523,8,815,2011
250,3,816,2011
397,3,816,2011
524,3,817,2011
385,7,818,2011
525,8,819,2011
511,3,820,2011
311,15,821,2011
194,8,814,2011
64,3,822,2011
32,3,823,2011
526,8,824,2011
527,3,825,2011
528,8,819,2011
529,3,826,2011
530,9,827,2011
76,9,828,2011
30,7,630,2011
531,3,627,2011
115,8,829,2011
508,8,830,2011
532,8,831,2011
403,9,832,2011
533,3,833,2011
424,9,834,2011
534,8,835,2011
204,8,836,2011
80,14,837,2011
535,8,838,2011
167,3,839,2011
94,14,840,2011
536,7,841,2011
532,8,842,2011
523,8,843,2011
537,8,784,2011
273,15,844,2011
538,9,845,2011
122,3,846,2011
127,3,847,2011
187,7,848,2011
132,3,849,2011
539,8,850,2011
286,3,851,2011
238,15,852,2011
145,7,853,2011
342,15,854,2011
492,9,855,2011
540,8,856,2011
239,8,857,2011
521,9,858,2011
541,4,859,2011
542,9,860,2011
244,9,861,2011
297,3,862,2011
410,3,863,2011
527,3,864,2011
296,15,865,2011
415,4,866,2011
165,13,867,2011
330,13,868,2011
474,3,847,2011
114,9,861,2011
53,3,847,2011
543,9,869,2011
450,14,870,2011
440,8,871,2011
544,3,872,2011
306,3,873,2011
545,8,874,2011
546,3,875,2011
547,3,876,2011
443,9,877,2011
330,4,878,2011
197,6,879,2011
157,6,879,2011
548,3,880,2011
549,3,880,2011
8,4,266,2011
293,9,845,2011
352,3,881,2011
550,3,881,2011
39,9,882,2011
551,14,883,2011
453,9,884,2011
250,3,767,2011
552,3,885,2011
553,0,886,2011
195,0,887,2011
554,0,887,2011
120,0,888,2011
391,0,889,2011
204,6,890,2011
555,6,891,2011
556,6,891,2011
557,6,892,2011
554,0,893,2011
319,8,894,2011
558,0,895,2011
16,0,896,2011
230,0,897,2011
79,8,894,2011
559,3,898,2011
8,0,899,2011
70,6,900,2011
560,6,901,2011
561,0,887,2011
562,6,902,2011
194,0,887,2011
5,0,903,2011
66,0,904,2011
563,6,905,2011
120,0,906,2011
5,3,907,2011
564,0,908,2011
4,3,907,2011
301,3,907,2011
120,0,909,2011
486,6,910,2011
525,6,910,2011
57,0,904,2011
15,0,911,2011
12,0,912,2011
200,0,913,2011
47,0,914,2011
565,0,915,2011
566,0,916,2011
562,6,917,2011
567,3,918,2011
568,0,919,2011
569,0,904,2011
570,6,920,2011
207,6,921,2011
571,0,922,2011
119,0,923,2011
232,0,923,2011
572,6,924,2011
276,6,925,2011
204,0,926,2011
302,0,927,2011
366,0,928,2011
573,0,928,2011
206,6,929,2011
365,0,928,2011
355,3,930,2011
574,3,931,2011
251,6,932,2011
368,0,933,2011
39,0,927,2011
84,0,934,2011
448,8,935,2011
248,3,936,2011
575,6,937,2011
310,6,938,2011
576,6,939,2011
577,0,940,2011
88,0,941,2011
578,3,942,2011
449,3,943,2011
579,6,921,2011
87,0,941,2011
71,0,944,2011
580,0,945,2011
581,0,946,2011
449,3,947,2011
44,0,948,2011
65,0,926,2011
582,3,949,2011
354,0,950,2011
389,0,950,2011
583,0,951,2011
584,6,952,2011
585,6,953,2011
458,0,954,2011
81,0,955,2011
215,6,939,2011
586,6,932,2011
59,0,956,2011
587,8,957,2011
145,7,958,2011
46,2,959,2011
588,0,960,2011
589,7,961,2011
145,7,962,2011
3,0,963,2011
190,0,964,2011
159,7,965,2011
69,0,964,2011
590,6,966,2011
42,2,967,2011
260,7,968,2011
150,7,968,2011
430,6,969,2011
412,6,969,2011
110,6,969,2011
202,6,970,2011
591,0,971,2011
8,3,972,2011
165,2,973,2011
592,0,974,2011
126,2,975,2011
94,14,976,2011
554,8,977,2011
110,6,577,2011
308,2,978,2011
187,7,979,2011
593,7,980,2011
594,14,981,2011
84,0,982,2011
595,2,983,2011
596,2,983,2011
97,2,984,2011
597,2,984,2011
5,7,985,2011
301,2,986,2011
130,2,975,2011
49,14,976,2011
4,2,986,2011
598,2,986,2011
143,7,987,2011
599,2,988,2011
600,7,989,2011
601,0,990,2011
250,3,991,2011
202,0,992,2011
602,6,993,2011
561,6,994,2011
603,0,995,2011
274,0,996,2011
312,6,997,2011
46,6,998,2011
97,0,999,2011
16,0,1000,2011
10,0,1001,2011
18,0,1001,2011
604,6,1002,2011
75,0,1003,2011
6,0,1004,2011
204,0,1004,2011
605,3,1005,2011
2,0,1001,2011
12,0,1006,2011
299,0,1007,2011
606,0,1008,2011
39,3,1009,2011
166,0,1010,2011
43,3,1009,2011
607,0,1011,2011
608,6,1012,2011
117,0,1013,2011
609,3,1014,2011
339,6,1015,2011
610,3,1016,2011
152,0,1017,2011
611,0,1018,2011
65,0,1018,2011
117,0,1019,2011
325,0,1020,2011
503,8,1021,2011
60,0,1022,2011
8,0,1023,2011
199,6,1024,2011
612,0,1025,2011
369,6,1024,2011
324,0,1026,2011
387,3,1009,2011
613,3,1009,2011
15,0,996,2011
21,0,933,2011
211,2,1027,2011
300,0,1028,2011
451,0,1029,2011
614,6,1030,2011
199,6,1031,2011
537,6,1032,2011
236,6,1033,2011
337,6,1033,2011
467,3,1034,2011
292,0,1035,2011
65,6,1036,2011
93,0,1037,2011
197,6,1032,2011
615,6,1038,2011
140,0,1039,2011
157,6,1032,2011
38,0,1040,2011
365,0,1041,2011
456,0,1042,2011
204,0,1042,2011
352,8,1043,2011
16,0,1044,2011
616,0,1045,2011
545,0,1029,2011
617,0,1046,2011
276,0,1047,2011
266,3,1048,2011
618,0,1049,2011
38,0,1050,2011
457,3,1051,2011
619,6,1052,2011
270,8,957,2011
207,8,1053,2011
93,0,1054,2011
112,0,1054,2011
485,0,1055,2011
416,0,1056,2011
201,6,1057,2011
579,8,1053,2011
170,0,1058,2011
620,0,1059,2011
412,0,1060,2011
204,0,1061,2011
112,0,1037,2011
568,0,1046,2011
268,8,957,2011
485,6,1031,2011
74,0,1062,2011
621,3,1063,2011
433,3,1064,2011
622,4,1065,2011
306,3,1066,2011
623,8,1067,2011
114,3,1068,2011
433,3,1069,2011
93,4,1070,2011
624,8,683,2011
514,3,1071,2011
625,3,1072,2011
195,8,977,2011
626,15,1073,2011
627,3,885,2011
628,8,639,2011
194,8,977,2011
629,4,1074,2011
22,0,956,2011
132,15,1075,2011
268,8,1076,2011
136,0,1045,2011
64,3,1077,2011
494,4,1078,2011
569,0,1062,2011
89,0,1079,2011
60,0,1080,2011
141,0,1039,2011
372,3,1081,2011
46,2,1027,2011
90,9,882,2011
54,4,1082,2011
630,4,1083,2011
631,8,1084,2011
492,3,1085,2011
505,9,1086,2011
586,13,1087,2011
547,3,1088,2011
473,13,1089,2011
65,8,1090,2011
166,14,1091,2011
632,3,1092,2011
627,3,1093,2011
529,9,1094,2011
368,0,1095,2011
633,4,1096,2011
192,0,1097,2011
239,6,1098,2011
634,0,1099,2011
502,6,1098,2011
635,6,1100,2011
15,0,1101,2011
4,3,1102,2011
577,6,1103,2011
262,6,1104,2011
8,3,1102,2011
575,6,1105,2011
636,6,1106,2011
340,6,1106,2011
637,0,1107,2011
43,3,1108,2011
135,3,1109,2011
554,0,1110,2011
495,0,1111,2011
319,6,1112,2011
70,6,1113,2011
530,3,1114,2011
5,3,1115,2011
195,6,1098,2011
638,3,1116,2011
502,0,0,2011
42,0,1117,2011
639,3,1118,2011
280,0,1119,2011
640,0,1119,2011
230,0,1120,2011
119,0,1121,2011
219,0,1121,2011
131,3,1122,2011
586,6,1123,2011
179,0,1124,2011
47,0,1125,2011
641,0,1126,2011
569,0,1127,2011
642,0,1128,2011
339,6,1129,2011
313,3,1109,2011
85,0,1130,2011
165,0,1131,2011
54,6,1132,2011
8,0,1133,2011
643,3,1108,2011
194,0,1110,2011
207,6,1134,2011
75,0,1135,2011
294,0,1136,2011
444,0,1137,2011
611,6,1036,2011
23,0,1138,2011
93,0,1097,2011
112,0,1097,2011
553,0,1139,2011
224,0,1140,2011
644,0,1141,2011
80,0,1138,2011
241,0,1142,2011
47,0,1143,2011
202,0,1144,2011
205,0,1145,2011
645,6,1038,2011
354,0,1146,2011
646,0,1147,2011
646,6,1148,2011
153,0,1149,2011
647,6,1150,2011
13,0,1138,2011
579,6,1134,2011
276,0,1151,2011
75,0,1152,2011
648,3,1153,2011
21,0,1154,2011
257,0,1155,2011
389,0,1146,2011
394,0,1156,2011
8,6,1157,2011
466,6,1157,2011
332,3,1158,2011
229,0,1159,2011
4,0,903,2011
15,0,1160,2011
301,3,1115,2011
4,3,1115,2011
378,0,1161,2011
38,6,1162,2011
649,3,1163,2011
312,6,1164,2011
638,6,1150,2011
77,1,1165,2012
78,1,1165,2012
33,0,1166,2012
525,12,1167,2012
157,8,1168,2012
298,0,1169,2012
141,1,1170,2012
93,5,1171,2012
126,0,1172,2012
622,0,1173,2012
650,6,1174,2012
35,5,1175,2012
440,0,1169,2012
93,6,1176,2012
651,8,1177,2012
249,0,1178,2012
502,0,1179,2012
565,1,1180,2012
115,0,1181,2012
77,1,1182,2012
241,5,1183,2012
75,0,1184,2012
78,1,1182,2012
87,1,1182,2012
166,1,1185,2012
50,1,1182,2012
652,8,1186,2012
29,0,1187,2012
412,11,1188,2012
35,5,1189,2012
653,1,1190,2012
32,5,1191,2012
239,0,1179,2012
16,0,1192,2012
137,1,1193,2012
6,11,1194,2012
166,0,1195,2012
69,0,1196,2012
12,0,1197,2012
319,8,1198,2012
654,12,1199,2012
115,0,1200,2012
655,0,1201,2012
586,5,1202,2012
0,1,1203,2012
82,1,1203,2012
276,12,1204,2012
656,8,1205,2012
313,11,1206,2012
657,5,1207,2012
113,0,1208,2012
579,1,1209,2012
190,0,1196,2012
